id,genre,track_name,artist_name,valence,energy
470X9A1udQVQpOZ6FiXOOI,dub,I Remember - Caspa Remix,deadmau5,0.225,0.711
134KWDWvckZcxlRLGq0IYi,dub,Must Be The Feeling,NERO,0.548,0.794
2H40AlZtYSEh7bNTxj7z12,dub,Ohhh Nooo - Original Mix,Excision,0.653,0.907
6uomknm6K7oOeRDfwBzuV7,dub,Flashing Lights,Chase & Status,0.274,0.808
0iwRfGS1mHKudbP9RWcIMp,dub,Rude Boy - Chew Fu Vitamin S Fix,Rihanna,0.223,0.758
67awxiNHNyjMXhVgsHuIrs,dub,Turn Down for What,DJ Snake,0.0815,0.799
7owpI9kPFpz7qjIBfNC8F9,dub,Sleepless - Original Mix,Excision,0.0544,0.671
4umWM9ajmlpIOP5UnxTgnF,dub,What,Bassnectar,0.317,0.975
1mkcQ9vomQota1n3AsvWQR,dub,Hard - Caspa & The Others 'The Police Takeover Remix',Various Artists,0.157,0.681
6XpKCDiyuM7iZvyEIBpoHB,dub,Innocence - Original Mix,NERO,0.0622,0.732
6UKpIIjyM3NOvXY1jYQSjR,dub,Sleepwalker (Invader! Remix),Various Artists,0.455,0.901
0Q5y6MzDI2chNwayATOPLY,dubstep,Oblivion,Various Artists,0.312,0.938
72YnNlG0na7Op3AbSR2qXz,dubstep,Departure,NERO,0.0392,0.742
0YRKLRc6YvrlIRBzrXiFZg,dubstep,Another Day - xKore Remix,Modestep,0.277,0.931
5crHvEPQ13FbQGQSscm5Ns,dubstep,Feel the Love (feat. John Newman) - Radio Edit,Rudimental,0.245,0.677
2dNalIdb6qzjA9DTntsz9V,dubstep,Make Some Fucking Noize,Bare Noize,0.489,0.801
76NjOf94Yx5Vbg4MX8KGco,dubstep,Reptile's Theme,Various Artists,0.466,0.884
1Wo3SpBkEZw40ciIggsENO,dubstep,Daydreaming - Jakwob Remix,Kid Sister,0.163,0.895
3woWcxPt1HWi2KiTptZlDe,dubstep,Lights - Bassnectar Remix,Bassnectar,0.174,0.813
4YlAdZBuW5mww5GcqZ4aFy,dubstep,I Need Air (feat. Angela Hunte),Magnetic Man,0.391,0.829
2eFZSMYtxxUwESqyp1H0lS,dubstep,Before The Sun,Various Artists,0.42,0.835
2ATebzY0haor67cMJCA0IQ,dubstep,God's Calling - Bassex Remix,The Noisy Freaks,0.0497,0.802
1RJZLVGpBG9nNZiHRQSWTp,dubstep,Recess,Skrillex,0.132,0.93
6iBzUjscIAeQ2vKV67UuZM,dubstep,EDM Death Machine,Knife Party,0.301,0.95
5XlaNk8zD5YtFwoNdQDC4k,dubstep,Sincere - Nero Remix,MJ Cole,0.18,0.72
2ubASba6NgYemqJtHZkeAJ,dubstep,Save The World - Knife Party Remix,Swedish House Mafia,0.51,0.951
3XFHeOztekxtWGqZ4arU6F,dubstep,Sick Tonight - Doctor P Remix,Dan Le Sac,0.123,0.817
6E4Wif38jr6B9l1jyMj8FL,dubstep,Fall Of The Republic - Original Mix,Arkasia,0.421,0.705
0ZcR8LX5cGLxr2v93WUIFO,dubstep,Machine Gun - 16 Bit Remix,Noisia,0.305,0.885
3Ncepe0CdZUIAI8mAjBCz7,dubstep,Runnin' - VIP Mix,Cutline,0.064,0.874
3FvrHJH1p0bQ7eeXlvjVfc,edm,Raise Your Weapon - Madeon Extended Remix,Various Artists,0.422,0.825
15KHOhZTNh7bGogTgLNTZh,edm,Hit That Jive,Gramatik,0.686,0.684
1U3oH5CRRcjT5TT69b6eYl,edm,Chimes,Hudson Mohawke,0.542,0.693
2uXQrjOL3kT5ZiLfu21onO,edm,Burn - Remix,Ellie Goulding,0.357,0.74
0I7ouoTZnPY76XWsnHuJkl,edm,Staying (DotEXE Remix),Koda,0.18,0.788
4SMciQoW2tOVieBAg6U2Qj,edm,I Know the Truth,Pretty Lights,0.296,0.939
40FU2PFAk107qPuV4dJ4qN,edm,Clash - Original Mix,Alesso,0.337,0.484
6gDAYjiH3pYyD91SWsxViF,edm,Every Chance We Get We Run (feat. Tegan & Sara),David Guetta,0.694,0.882
4vyEY2Nd22H4ErNjSv2qzq,edm,Feel So Close - Nero Remix,Calvin Harris,0.155,0.818
2TkoUq8sPXmc4KYzKBiTWT,edm,Rock 'n' Roll (Will Take You to the Mountain),Skrillex,0.676,0.971
3mAoSvZ1glnC18ZOC21ysv,edm,Kick Snare,Crissy Criss,0.0985,0.817
0GSU6yLOJqO10ziQuBLWOE,edm,One Day (Vandaag) - Radio Edit,Bakermat,0.57,0.594
2vOtnZZdtFs7AJro5XIIuG,edm,Aviator - Original Mix,Spookem,0.349,0.775
05ghH87Bc09RLmS8QTKIWk,edm,Core - Original Mix,RL Grime,0.616,0.949
60wwxj6Dd9NJlirf84wr2c,edm,Clarity,Zedd,0.176,0.781
3Qn3LhREMyvnvj9ujRugd3,edm,Hyperparadise - Flume Remix,Flume,0.343,0.838
0OwW9dj25kMLx7D4ZJCURJ,edm,Prince,Party Favor,0.128,0.901
1QD9AQejlhhIb1txPa3WYg,edm,Just Jammin',Gramatik,0.803,0.681
6pg1DSBjReor1j5G0Z7ozK,edm,Trillogy,ill.gates,0.733,0.824
6uQ192yNyZ4W8yoaL0Sb9p,edm,Sugar High,Approaching Nirvana,0.468,0.355
1Ca2ELRlvACAeI7xz9c9jR,electro,Spaceman,Hardwell,0.118,0.763
15ccEhr9NN3Blmdr0hQwj9,electro,Icarus,Madeon,0.143,0.841
0JUa73C2r5beBMhy9NXX1E,electro,The Night Out - Madeon Remix,Martin Solveig,0.35,0.896
3giW5O939lZznuJ4GFfPcG,electro,No Beef - Radio Edit,Afrojack,0.474,0.726
71c5Jb38fgukgKSCGL6zpt,electro,I Fink U Freeky,Die Antwoord,0.48,0.753
2r1UPlz2mx5zG4u2MNL6BS,electro,Buzzin',OVERWERK,0.369,0.866
6FmSCambSeWTMvWSUco4EO,electro,Invaders Must Die,The Prodigy,0.0993,0.9
6NPVjNh8Jhru9xOmyQigds,electro,Happy,Various Artists,0.962,0.757
3Ons6C3wXBMi8nYpLBMlVe,electro,Burnin' / Too Long,Daft Punk,0.35,0.793
7FEsGgcZ8FirBt4wkBJG6s,electro,Hurt,Parov Stelar,0.628,0.656
0tVZk9Cg8jjMHWbAyoJ7JB,electro,You,Gold Panda,0.655,0.955
6i7fGIyktBDlEe4PlpiU0Q,electro,Lunar,David Guetta,0.275,0.804
6ZOeDXutLpSGqA1sSL6LrL,electro,I've got that tune,Chinese Man,0.81,0.785
1hOV1l4X9xiSDzJViVAtqn,electro,Leave The World Behind - Radio Edit,Various Artists,0.363,0.799
3bT5PDBhVj4ifU11zQvGP2,electro,Red Lights,Tiësto,0.545,0.829
4XcU3nURfW7wog7CdfpgM1,electro,Rolling Stones T-Shirt - Radio Edit,Dada Life,0.284,0.662
5iSEsR6NKjlC9SrIJkyL3k,electro,Pursuit Of Happiness (Nightmare),Kid Cudi,0.266,0.605
4woQ1mc7PzrQ39j0asLJrf,electronic,On'n'On,Justice,0.542,0.601
2Hyi5qmwDUy6jFVicDKo0a,electronic,The Matrix,Bassnectar,0.638,0.922
63FmCXIc4lmEq9fNqGkQ57,electronic,Archangel,Burial,0.521,0.849
28O4PwkH8bzARStxeL4pxL,electronic,Sexy Bitch (feat. Akon),David Guetta,0.853,0.633
7ip53q1Hqc4XZuUV5rgTl2,electronic,The Light,Le Castle Vania,0.92,0.876
0ZJowYahILUmpYYW5eFto4,electronic,Despicable Dogs,Small Black,0.177,0.484
4TaMSfOK1C11UhylDhg5Hm,electronic,OK Pal,M83,0.228,0.882
2NAiEFmgOOUgu5dJRObQRI,electronic,Sun,Caribou,0.426,0.82
028hSLkHArNGP0EUmIOfLB,electronic,In the Same Room,Julia Holter,0.108,0.327
03EuhmMsEHVFI9ytainStU,electronic,I Can't Stop,Flux Pavilion,0.205,0.775
5EuwDHfZfIh6Ox2KnXl3NV,electronic,Circles,Digitalism,0.221,0.943
1n2VdeLKjE1ZyW4Yw3W8PN,electronic,I Refuse - Shockone Remix,Various Artists,0.372,0.937
71FFYHirREB8bTCdcVVCLQ,electronic,Chin,Sleep Party People,0.828,0.61
0RwiVl8S1BFgRgu4YK5w9m,electronic,October,deadmau5,0.0779,0.691
562p3gaG39vjLFXEto4agA,electronic,Ich & Du,Philipp Poisel,0.923,0.84
7Ag5MuCMHmzIhZQneh9Qde,electronic,The Hope,Scuba,0.424,0.931
7Ms07pLdSkZtyeSr6GYhK2,electronic,Saturate,The Chemical Brothers,0.318,0.551
7jY3GltMqabQswdtPVia53,electronic,Your Body,Various Artists,0.699,0.742
6I9sncEmtGc9rpKyb8U1f8,electronic,Kill EVERYBODY,Skrillex,0.629,0.874
3iJmiaoZWzykf3Hl4IeYtI,emo,Death Valley,Fall Out Boy,0.576,0.926
3wsdILjNhvzjVQEZSZGA4Z,emo,Not The Sun,Brand New,0.329,0.918
5jZAtF5byijpW7UCJsUYK8,emo,Stay With Me,You Me At Six,0.327,0.773
2JuHCdCYrxxONfduXbFPJQ,emo,Is This Thing On?,The Promise Ring,0.498,0.891
3Qa7UAs2EGq21DWjujMDRJ,emo,A Plain Morning,Dashboard Confessional,0.528,0.5
6z5Yh7kOKeLjqIsNdokIpU,emo,A Thousand Years,Various Artists,0.161,0.407
1MrNveiYvWyKNAMiqn8xS8,emo,Thunder,Boys Like Girls,0.463,0.821
2wiRaJG78MwRqBWnDSoO4H,emo,"Congratulations, I Hate You",Alesana,0.186,0.919
1S30kHvkkdMkcuCTGSgS41,emo,Nine in the Afternoon - Single Mix,Panic! At The Disco,0.397,0.689
7A614Oxt1FdC37vT1fc21S,emo,See You,Saves The Day,0.691,0.887
1S3PWp4jzECVO9bXS4pFR1,emo,"What A Catch, Donnie",Fall Out Boy,0.433,0.713
70IzgjmGvdFgHJORCRWFHv,emo,Can't Be Saved,Senses Fail,0.471,0.975
7hUG8RCO4gY1ONEcckkaxP,emo,Ruthless,Something Corporate,0.324,0.637
20X9OeC606XNwEtDBOym5u,emo,Love Drunk,Boys Like Girls,0.412,0.976
58J1l73w3TcdpGqN0n1TiZ,emo,Prayer Of The Refugee,Rise Against,0.456,0.971
2OOM9QIzL3xwS0ODsjxUV4,emo,You Know How I Do,Taking Back Sunday,0.308,0.853
2gIb9IFl5tgcsuSHP3dFrd,emo,Heaven's Calling,Black Veil Brides,0.163,0.993
4yXNMbZrsFJbPTH0WfhwEB,emo,Young Volcanoes,Fall Out Boy,0.676,0.853
2Cz0wgwqdZJgaSOA1Dg6aS,emo,The Sky Under the Sea,Pierce The Veil,0.207,0.968
0xM88xobymkMgg46MStfnV,emo,Hey There Delilah,Plain White T's,0.321,0.376
7BImMe2i4EyznTYHJKnB7e,folk,I Met Up With The King,First Aid Kit,0.283,0.396
529EKqqIpvJytW9BCZuLHL,folk,Sophia,Laura Marling,0.448,0.572
0Q8wd2l00zpUraEmBVnpXb,folk,Bikes,Lucy Rose,0.391,0.505
51MFsMimXpHaKMwBsfzvfI,folk,Magpie,Beth Orton,0.373,0.61
3n69hLUdIsSa1WlRmjMZlW,folk,Breezeblocks,alt-J,0.293,0.658
1TeXlF0dwG0RmAduGZK59F,folk,Awake My Soul,Mumford & Sons,0.184,0.313
1g2UL7riBjzjPVt24ESoFs,folk,No Parties,Fergus & Geronimo,0.954,0.843
5GAsM7OSHbADUNk78HXXnM,folk,The Diaz Brothers,The Mountain Goats,0.97,0.896
10ViidwjGLCfVtGPfdcszR,folk,Home,Edward Sharpe & The Magnetic Zeros,0.127,0.59
17eJJpSWm9JWl4wYmbwixM,folk,O I Long to Feel Your Arms Around Me,Father John Misty,0.233,0.456
0WJepicq4yeVWn68LpqErt,folk,Fever Dream,Iron & Wine,0.356,0.114
33e9HtOfO1ye1h8xQ7Foc9,folk,The Cave,Mumford & Sons,0.345,0.499
2igZoluWeHImg2afaKAkJt,folk,Vagabond,Beirut,0.773,0.654
33BoJJrV065a1mfPpWOLi6,folk,Time To Think,Sean Rowe,0.204,0.196
7bn8k6bUG7UFRUuYKg3PCC,folk,This Wind,The Tallest Man On Earth,0.385,0.593
5Qk0KAWuYszGwCI4Q0RZtk,folk,Catch The Wind,Various Artists,0.58,0.284
3ABYGT6fB6ocDDYZ7vj4lj,folk,Sounds Like Hallelujah,The Head And The Heart,0.258,0.395
7IPHxRDKjb2yJY8d4laG9g,folk,Sarah,Ray LaMontagne,0.73,0.473
2wrTu0fnBnFfoS3uDGEm2g,folk,Bloodshot Eyes,Trampled by Turtles,0.235,0.25
0byUdQXEnFi7uqM8H5t6xm,forro,Frente a Frente,Banda Magníficos,0.906,0.759
2VScf2SLhjEO4XAQquPXJB,forro,Não Desliga o Telefone,Various Artists,0.794,0.908
0FocHEEVl1kosouczziGWA,forro,Pássaro Bacurau,Jackson Do Pandeiro,0.977,0.722
7CaVa1QTYpA5IOD3h5pTLZ,forro,Eu Era Feio,Banda Garota Safada,0.496,0.956
5b875Rfg2uRxCZFADEHhvw,forro,Rotina,Various Artists,0.64,0.864
7EMUbMeF7fgT1uE07yknxu,forro,Amor Covarde - Live,Alceu Valença,0.405,0.454
5OpEs52AJwLO3tV2XfsqD0,forro,Boato,Raiz Do Sana,0.769,0.671
4pCy37t14kBXgIL4LlzJ34,forro,Nosso Amor e o Mar,Limão Com Mel,0.542,0.838
5jkWoItxOYxGev1MGMNSUF,forro,Não Morro Sem Você,Forró do Muido,0.939,0.83
25fp3X3A3r4MuXERB40yT2,forro,Cadê o Sanfoneiro?,Bicho de Pé,0.964,0.749
538Vr9IFfbD06rBv4FFMWb,forro,Gostoso Demais (feat. Guadalupe),Dominguinhos,0.605,0.714
59JveLo6fZNOY0qWytL7qd,forro,Língua de Jacaré,Baião D4 / Rastapé,0.833,0.809
6PflYAuLChOhW4iX8rSffJ,forro,Liga Pra Mim,Banda Magníficos,0.785,0.783
7qNENU9W2LHgoe3szAryaI,forro,Tá Nevosinha - Live,Cavaleiros do Forró,0.941,0.913
4LcPm07jITLGgIlqE05QI8,forro,Hora do Adeus,Baião D4 / Rastapé,0.683,0.67
26I5AzBYzw8zjDaQt2AOFJ,forro,Imagino (Ao Vivo),Banda Calypso,0.423,0.51
1LQOmoSYlt3CLD7ZtDE5dB,forro,Cabecinha No Ombro,Various Artists,0.965,0.857
4YA6JdtJ7VoqYymB5gGGRS,forro,Sou Brabo (Sou Foda),Bonde do Forró,0.656,0.669
3wyElammb2nsBW3C9fAkIk,forro,Xiquexique,Tom Zé,0.825,0.898
0p0weF7txVz5J4BYyaRzL1,forro,Deixa Entrar,Falamansa,0.795,0.0675
5y0qHzoHxm3RJGWYFBCuHK,french,Isabelle,Jacques Brel,0.341,0.417
0AKewzex4lRIxasCOxzAKX,french,Aux armes et caetera,Serge Gainsbourg,0.716,0.307
1xV0oR5W2B7ra97ehvTeGs,french,House'llelujah,Stromae,0.491,0.569
26zRqvcruy4xT5hq4Hst9j,french,J'te mentirais,Patrick Bruel,0.156,0.224
0OuWBW2Q299zvZCdLUPlLx,french,Jolie Coquine,Caravan Palace,0.588,0.935
1jA7QLC5cFedeKOlLyAdEX,french,Bélinda,Claude François,0.895,0.698
17iPC7fomsZaWXLTZgEmNh,french,"Love Me, Please Love Me",Michel Polnareff,0.178,0.429
1ZcUnNVLGnUnLxO7wXpVnv,french,J'ai tant escamoté,Zaz,0.666,0.435
0R4y6yqejavAeMda6FALmw,french,Plus bleu que tes yeux,Charles Aznavour,0.393,0.355
1luMLkmDxMms9xqwgdHfVW,french,Personne,Serge Gainsbourg,0.378,0.329
0bdPQOFYpNqiGHe6yWzvcy,french,L'Amérique,Joe Dassin,0.93,0.74
23kCyWgTgFCBjqqZXOKND3,french,Il n'y a pas d'amour heureux,Françoise Hardy,0.475,0.218
5aOm2onQyvUSEPCzC5hL93,french,C’est si bon,Compilation Titres cultes de la Chanson Française,0.354,0.32
2ftjzdWFm9bO7hld2XlfsW,french,Il Faut Savoir,Charles Aznavour,0.58,0.471
5lhu0gYK4n4t1W8Ki5MQZm,french,Sur la place,Jacques Brel,0.434,0.0545
6qbieXHVuCIIlzi55j6E5i,french,Quelques mots d'amour - Remasterisé en 2002,Michel Berger,0.349,0.528
2FDJ5nf5HeFBHwOHMkDCfG,french,"1,2,3",Camille,0.255,0.124
1hVpdKwOS4JdLjXeiQL2JA,french,Déterre,Zaz,0.456,0.525
5T37zS90GkaMHRj5uNaJpb,french,Le chemin (feat. Sita),Kyo,0.517,0.748
3k3XpZbeYGBitHBvH1BS0E,french,Lève les voiles,Cœur De Pirate,0.188,0.269
1EIl3D1fyxXRuzcUw3bxen,funk,Dream On Dreamer,The Brand New Heavies,0.96,0.835
6OBeM4d4RGzxcMphQVSgED,funk,Love Rollercoaster,Ohio Players,0.491,0.889
3hPjqX0kd294vzmyKvJn6u,funk,I Couldn't Love You More,Incognito,0.619,0.688
15Q2Tp792e30i2AfJmGwYz,funk,Let's Do Funk,Strokeland Superband,0.833,0.716
5VJjhHyG8NZ5xdgG6uTb3P,funk,Brick House,Commodores,0.631,0.782
3O74zfxMcavmMSfoHk5OZW,funk,A Chance For Peace,Lonnie Liston Smith,0.963,0.691
2k7ysbG2zy03fCZOax5HjJ,funk,The Cisco Kid,War,0.961,0.858
01gDLZsi0j5fWC28FLPNO8,funk,Move on Up - Extended Version,Curtis Mayfield,0.876,0.975
13v3siPyvy5TTEZYmGPPse,funk,Give It To Me Baby,Rick James,0.965,0.727
09bDHWxnX2BjMPbj30PRQ4,funk,Do U Want It?,Papa Grows Funk,0.923,0.852
3h5IJ0EzVpkiaoL174GC3M,funk,Let It Whip,Dazz Band,0.954,0.9
0G3fbPbE1vGeABDEZF0jeG,funk,Good Times,CHIC,0.893,0.657
7cnWNeQIQutKJmL3MZSfr6,funk,Do It Like You Do,Lettuce,0.835,0.525
26FOglnpqOEWUyspcbNYq6,funk,Got to Be Real - Single Version,Cheryl Lynn,0.886,0.599
74iQ3gahRTOGc19bYadBE3,funk,Thank You (Falettinme Be Mice Elf Agin) - Single Version,Sly & The Family Stone,0.897,0.709
62W5VouctXG9jggZdHaEi1,funk,Livin' It Up,Mandrill,0.639,0.612
4pW3aTX3kAmOaPJfc9UM12,funk,Express Yourself,Charles Wright & The Watts 103rd Street Rhythm Band,0.882,0.683
7723JnKU2R15Iv4T7OJrly,funk,Funky Town,Various Artists,0.342,0.63
2INsiycUgobLSy4ksO4MzK,funk,Paint The Toon (feat. Connie Lush),6ix Toys,0.902,0.967
4BO3iUMPSAgFmZ30MV8rBO,funk,It's Serious,Cameo,0.947,0.775
4ymsAGWOmrWYmQ5nbzgeYC,garage,Never Be Your Woman - SHY FX Radio Edit,Naughty Boy,0.388,0.877
50ki9O6Ftb8nm2x0817DHx,garage,All The Right Friends,Various Artists,0.679,0.904
3rqh7rZqvkMGN9GOAnBxoq,garage,Nodding Off (feat. Best Coast),Wavves,0.788,0.908
7ybRqQNDDe5qZNs5sg2V2Z,garage,Stimulation,Disclosure,0.734,0.859
6dLS55oopVIZfVrxhcZgFf,garage,Ripgroove - Radio Edit,Various Artists,0.476,0.88
6F0vYabO6LxB423SbjmJtP,garage,Stranger,King Tuff,0.0478,0.975
6DkzoFo7JVBlyynYlB3DDw,garage,Friday On My Mind,The Easybeats,0.729,0.882
6QJV9p017yJMjkcXhufLti,garage,Booo!,Various Artists,0.565,0.669
5YAshV0rVcEnNnKVPaMfVT,garage,Gimmie Something,FIDLAR,0.54,0.839
4APUU8TO1purHH9iHURdeN,garage,Glazin',Jacuzzi Boys,0.579,0.775
2FQDno7lfDiYHUeV8GKc3q,garage,I Luv U,Dizzee Rascal,0.905,0.912
4CWwK18PUFVptFwBQiACI9,garage,Requiem For A Dying Song,Flogging Molly,0.942,0.966
3wdtAbiOvGOkZo67vrtwW2,garage,Ghetto Romance - Y-Tribe Vocal,Damage,0.841,0.78
1eHxtnM4GfNbutadTb3UBC,garage,Awesome Rumble,Various Artists,0.892,0.879
1dsdmblZO8CQN6mFtROzY3,garage,Never Again,Submerse,0.272,0.702
7gnLy3GCJa9fsUAMrr62QF,garage,Damage Case,Motörhead,0.653,0.747
119oZdU7SdgcBAx4mTwkOM,garage,For Your Love,The Yardbirds,0.61,0.638
3kiASQr1CCVK5L75wZcoZ2,garage,Ain’t So Cool,Various Artists,0.66,0.849
691RiYTqZaxjOZ2LnRnkyL,garage,Can't Stand It,Various Artists,0.838,0.85
0tu2JklhrwnLjCPVrJ39ds,garage,A Look Behind,Various Artists,0.584,0.95
0kSgECIEu3ARlKI5M6Z30E,german,Harlem Shake,Various Artists,0.292,0.794
6YW2VVcRPJH2GEVPwhQAjf,german,Hello Again - Remastered 2001,Howard Carpendale,0.674,0.595
4zvYEncfgiI59ng3gFMvKE,german,Liebe,Sido,0.632,0.812
04qM6zXGNgGQBCidWQ0ZNY,german,Stark,Ich + Ich,0.524,0.706
0eYAdWMrdIEbTqfNhAkJMM,german,"Für Alle, die - Radio Edit",Klee,0.472,0.722
48ryVrcVace5FT6TOlvAT6,german,Meine Soldaten,Maxim,0.604,0.846
6mnjcTmK8TewHfyOp3fC9C,german,Die Young,Kesha,0.801,0.7
77JqrJmH7wUDquHev2DntT,german,Augen auf,Sido,0.761,0.508
2qjUQp62E0HFH6i16YkPEC,german,Easy,CRO,0.955,0.602
3Rp5UJUQcBu45Qt3j49xov,german,P1,Kay One,0.824,0.78
36482hNESSwELpr9sS3NbE,german,A Little Party Never Killed Nobody (All We Got),Various Artists,0.516,0.619
4NMmKltYKWIp53sgcHMcW6,german,So soll es bleiben - Single Edit,Ich + Ich,0.396,0.856
0fP2tZ0NYxCgbZRxjRxiP0,german,Reeperbahn 2011 (What It's Like) (feat. Jan Delay) - MTV Unplugged,Udo Lindenberg,0.522,0.686
6COzABVCHQzyvc3rTMtrXn,german,Er gehört zu mir,Marianne Rosenberg,0.566,0.702
2STeoIlB51qBmikHsvtV6t,german,Limit,Deichkind,0.726,0.795
3sfKfoEJp8uR7syEMze89R,german,Gib mir Sonne,Rosenstolz,0.181,0.641
4HLGSvdeofPw7U1AWP4dhA,german,36 Grad,Various Artists,0.753,0.695
4DbmuOSxftTmltXNebpvl7,german,Sonnentanz - Original Version,Klangkarussell,0.18,0.39
59iYwCx4viykeT108FM8Fz,german,World In Our Hands,Taio Cruz,0.616,0.793
1rDRzBXU3uRG8m0j4Kvc6Q,german,Hol doch die Polizei,Sido,0.728,0.754
1nx7Om9pc6CbQgf78ZIkYo,gospel,Just a Prayer Away,Yolanda Adams,0.201,0.121
4xm2HjtDAdCobewPoaImT7,gospel,Revolution,Kirk Franklin,0.694,0.781
2fSlnttkjITMhb9utBufEv,gospel,I'm Still Here (feat. Soul Seekers),Jessica Reedy,0.598,0.533
4um6ZMnib1I7VuG3c6jGm5,gospel,Open The Eyes Of My Heart - Live,Michael W. Smith,0.207,0.568
7uxh8bWarfCO5o43TNWJLN,gospel,What About You,CeCe Winans,0.459,0.517
6cNM6IFZe2n6dUAwsPEk7G,gospel,How Much We Can Bear,Hezekiah Walker,0.502,0.889
7ezFo7N3tlxrkZ8eqDiqKr,gospel,Faithful,Marvin Sapp,0.26,0.47
37ao4T8DSd6DvIbgIlMps3,gospel,Brokenhearted (with Marvin L. Winans),Kirk Franklin,0.197,0.342
3KBPPaE0xfaqHsFzJgT7Ex,gospel,Safety In His Arms,Tamela Mann,0.337,0.239
2Sx7ifYacUq3ZbKJVpsMkm,gospel,I Go To The Rock (with Georgia Mass Choir),Whitney Houston,0.636,0.758
6v4WAfKvSuvA6iFTUPVif8,gospel,Never Seen The Righteous - Live,Donald Lawrence & The Tri-City Singers,0.551,0.962
1z7vD21OAvX2xAa56WS7u4,gospel,My Worship (remix),John P. Kee and New Life,0.244,0.626
250cWeBEqn1cKyuBljTD7o,gospel,I.O.U. Me,Bebe & Cece Winans,0.683,0.391
1FUvlMZcTd1C8qNY4awhWP,gospel,Be Blessed,Yolanda Adams,0.186,0.503
3SAS2gX0MZyxLjOxBlGi5a,gospel,Draw Me Close/ I Am Thine Oh Lord (Draw Me Nearer),Donnie McClurkin,0.137,0.387
2Ai9R6mxnY8V2P0PWcl0Oz,gospel,Ready Aim,Mali Music,0.316,0.581
1zxCbt2G7rxOgIqghYRFIV,gospel,Thankful,Mary Mary,0.573,0.821
7wrrZJjAzXKIBJilclPUvy,gospel,Love On the Radio,The Walls Group,0.479,0.757
0gCzscqe5QsyBOAnA2FXkR,gospel,Who Is Like Our God?,Deitrick Haddon,0.551,0.618
4E2ee31GFRRnsDBQggiqnC,gospel,Every Praise - (album edit),Hezekiah Walker,0.327,0.746
5mSEGxrMVHBXkyU7aThjrw,goth,Bloody Kisses (A Death in the Family),Type O Negative,0.152,0.535
0EbkHfs6ejgvaTL8TAVevp,goth,Tear This Cabin Down,Various Artists,0.338,0.463
72af7ob9ptKTTXIXnD5qlH,goth,The Last Goodbye,Various Artists,0.305,0.762
7zDybWhic7FJiYtPQrjv0R,goth,Led Astray,Sirenia,0.284,0.936
6gv02BqPCsOQz5QQ4jnNOY,goth,Blue Monday,New Order,0.898,0.751
7l94Kz6DP9W77Fl6dEhk76,goth,Nothing Left,Delain,0.256,0.684
63K12rvwJf8KlGhC2I3NGz,goth,Restless,Within Temptation,0.0664,0.65
0qPKJGc9uQiIAnFkBmCNgl,goth,Can't Lose You,Type O Negative,0.178,0.748
4qNG4sbrKhudFT2mq7WWr4,goth,How's It Gonna End,Tom Waits,0.525,0.2
7Dyf9OegudL7KAeEJ80ewB,goth,Feint - Live in Miskolc,Epica,0.12,0.649
7gDjalX6uFRpVV8tOj1Jpr,goth,Torch - 2006 Remaster,Sisters of Mercy,0.158,0.192
5W37qNb9oL9jjRQgHDZ7wT,goth,Kick in the Eye,Bauhaus,0.851,0.561
3f06lOgzq2bd91BMvxpbKX,goth,Start Swimming,Delain,0.219,0.687
1h3IzpSE9sjahxm0IUqM2A,goth,Pale Enchantress,Tristania,0.201,0.716
6ylrNqYrINk1aw28pAS4gJ,goth,Sing For Me,Tarja,0.145,0.68
687klRjBy7iqdzCBtQwcQf,goth,Lost Boys,The 69 Eyes,0.512,0.878
5c3pkKUfhEaAuOuPxfTneb,goth,Resign to Surrender ~ A New Age Dawns - Prt IV ~,Epica,0.142,0.984
6WRff7fkI2chlRWY31loWn,goth,Phobia,Fields Of The Nephilim,0.346,0.898
4an3kONrPMZu3FeXtPlwlo,goth,Trip The Darkness,Lacuna Coil,0.38,0.911
5Z5H7YZ0JBmlcNzBwLgROp,goth,Marian (Remastered),Sisters of Mercy,0.503,0.517
33NLxS6mNVRf1GgezVIQMp,grindcore,Dead Inside,Insect Warfare,0.0261,1
6atqlck7gRIzVtnwXyqDC3,grindcore,Soil,Rotten Sound,0.143,0.991
0grt9AW26Q6bDN8rAF8cJb,grindcore,Relics,Nasum,0.365,0.988
4v981V0OrX5fWfbPbfN8qr,grindcore,Idiosyncratic,Napalm Death,0.0739,0.995
1fOVdOYSYRlMhDtPZ5q6rx,grindcore,No One Gives A Shit,Wormrot,0.164,0.235
3xw34vFvmotzYqGOX4oocF,grindcore,Purity Undone,Pig Destroyer,0.0352,0.971
2VSJPkBUD1QdmzDzOZv0xZ,grindcore,No Threat,Extreme Noise Terror,0.0317,0.999
1FhlpypBpDGfklAbxm19ap,grindcore,Rage Incarnate Reborn,Lock Up,0.0399,0.995
5Nodfi0wQT9QANl0KlAo7B,grindcore,Black Star,Carcass,0.391,0.923
3iPZ3OYgQhEcTjUxMwaxqu,grindcore,Overpowered Violence,Wormrot,0.0558,0.998
5BCfzXmASNTxPYAJ0O7Uf2,grindcore,Misantropo A Senso Unico,Cripple Bastards,0.289,0.99
3tGFGkjuyhfovIEpvKLyLu,grindcore,Your Words Alone,Nasum,0.124,0.86
4NiUpTn0prxCz1W00cgQy6,grindcore,Darker Days Ahead,Terrorizer,0.0377,0.997
